cluster_hdbscan,persona_name,avg_ADT,avg_gaming_days,pct_SLOT,cluster_size
0,High Value Frequent Stayers,320.196554850408,39.83590208522212,0.03082016871736344,5515
1,Moderate Core Stayers,232.9450910931174,37.24721659919028,0.022758480258920386,7904
2,High Value Frequent Stayers,300.8616816431322,33.2798459563543,0.8459489079887552,6232
