user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,dest_active_flag,log_ADT,log_avg_bet,twin_per_day,hours_per_day,days_per_trip,trips_per_month,hours_per_trip,pct_ETG,pct_SLOT,pct_TG,pct_weekday,pct_weekend,cluster_hdbscan,is_noise,hdbscan_confidence,cluster_fuzzy,fuzzy_confidence,umap_x,umap_y,ADT_old,ADT_recent,gaming_day_old,gaming_day_recent,hourplayed_old,hourplayed_recent,roomnight_old,roomnight_recent,migration_label,delta_ADT,delta_twin,delta_gaming_days,delta_hours,delta_roomnight,adt_ratio,persona_id,margin_tier,P_DOWNGRADE,P_STABLE,P_UPGRADE,pms_raw,pms_score,pms_bucket,pms_action_eligible,queue_score,host_lane
A47222,2,Premium,374,QC,333.6,Above 60,1,2,1,1,22.15,0.0,2.74,8.335,23700,0,1312,10538,133,0,453,28,8,25,18,4,2,1,164,0,18,93,217938,1444,10425,143234,152,437,554,39,14,9,28,19,5,3,1,170.953,0.488,17.799,99.631,224800,1444,10425,150096,147,437,554,38,14,23693,131,2,22,1,5.926926025970411,5.030437921392435,8717.52,6.56,3.125,0.6666666666666666,20.5,0.0478347052831539,0.6572236140553736,0.0066257375950958,0.72,0.28,4,0,0.0,3.0,0.1668186370077217,4.1121187,2.3576934,2287.3333333333335,8717.52,3,25,6.953000000000003,164,0,14,UPGRADE,6430.1866666666665,211076,22,157.047,14,3.811215389099388,4,HIGH,2.0818540668619525e-57,0.00023335221435923396,0.9997666477856408,1.149731644953487,100.0,HIGH,True,60.29992999433569,GROWTH
A18609,2,Premium,700,Makati_BGC,46.2,31 - 40,1,2,0,2,15.717,1.797,0.63,3.06,57561,2085,2552,16096,399,547,3298,91,2,3,1,1,1,0,4,0,0,3,19441,260,0,14560,168,4374,0,61,1,3,4,2,1,1,0,4.107,0.048,0.0,3.09,19732,260,0,14851,165,4374,0,60,1,57547,394,2,15,1,6.55250788703459,5.1298987149230735,6480.333333333333,1.3333333333333333,1.5,0.1666666666666666,2.0,0.0,0.74893266807263,0.0133737976441541,0.3333333333333333,0.6666666666666666,7,0,0.0,3.0,0.1671268002716733,8.098019,1.0901095,291.0,6480.333333333333,1,3,0.1070000000000002,4,0,1,UPGRADE,6189.333333333333,19150,2,3.893,1,22.26918671248568,7,HIGH,0.0,2.2707374426605125e-17,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A33551,1,Elite,697,Makati_BGC,57.6,41 - 50,2,3,1,2,11.659,0.0,11.659,0.0,50214,0,50214,0,2938,0,2938,0,9,11,4,1,5,1,28,0,26,0,88272,0,84229,236,2233,0,2287,20,1,10,12,4,2,5,1,28.058,0.0,26.26,0.185,88374,0,84331,236,2215,0,2268,20,1,25107,1458,1,5,1,6.548219102762372,7.711548979629146,8024.727272727273,2.5454545454545454,1.2222222222222223,0.75,3.111111111111111,0.9541983868044228,0.0026735544680079,0.0,0.3636363636363636,0.6363636363636364,7,0,0.0,2.0,0.16678721264689,7.062883,9.22994,102.0,8024.727272727273,1,11,0.05799999999999983,28,0,1,UPGRADE,7922.727272727273,88170,10,27.942,1,78.67379679144385,7,HIGH,0.0,9.564949666827002e-61,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A53858,1,Elite,357,Makati_BGC,57.6,41 - 50,1,1,0,1,0.317,0.0,0.317,0.0,4155,0,4155,0,11824,0,11824,0,3,5,1,0,2,2,4,0,3,0,8238,0,7669,190,3644,0,4401,49,2,5,7,1,0,2,4,3.732,0.0,3.073,0.172,8267,0,7698,190,3529,0,4229,49,2,4155,11824,1,0,1,5.8805329864007,8.201111644442758,1647.6,0.8,1.6666666666666667,0.25,1.3333333333333333,0.93092983733916,0.0230638504491381,0.0,0.2,0.8,7,0,0.0,2.0,0.1668111874427088,8.774603,10.426606,14.5,1647.6,2,5,-0.2679999999999998,4,0,2,UPGRADE,1633.1,8209,3,4.268,2,113.62758620689655,7,HIGH,0.0,1.198588550364585e-85,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A24075,2,Premium,228,Manila,0.0,41 - 50,1,2,2,0,4.274,0.0,1.324,0.813,13268,0,5322,1312,2083,0,3327,56,1,3,1,1,1,0,9,0,0,7,19679,333,0,14740,57,437,0,44,1,2,4,1,2,1,0,8.924,0.2,0.0,7.038,19901,555,0,14740,60,437,0,44,2,13268,2070,2,4,1,5.43372200355424,4.060443010546419,6559.666666666667,3.0,3.0,0.0833333333333333,9.0,0.0,0.7490217998882057,0.0169215915442857,0.3333333333333333,0.6666666666666666,7,0,0.0,3.0,0.1669553253644078,5.3751626,0.49490154,222.0,6559.666666666667,1,3,-0.07600000000000051,9,1,1,UPGRADE,6337.666666666667,19457,2,9.076,0,29.54804804804805,7,HIGH,0.0,6.136406181920393e-23,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A51561,4,Premium,466,Manila,0.0,51 - 60,2,4,0,4,10.369,0.0,0.0,10.369,19237,0,0,19237,25,0,0,25,13,25,2,6,10,7,132,0,0,131,245951,233,0,244847,29,1246,0,25,6,14,27,4,6,10,7,133.672,0.2,0.129,132.253,246570,233,15,245382,29,1246,292,25,6,9608,0,2,5,1,6.1463292576688975,3.4011973816621555,9838.04,5.28,1.9230769230769231,1.0833333333333333,10.153846153846152,0.0,0.9955113010315064,0.000947343169981,0.08,0.92,7,0,0.0,3.0,0.1670327401620671,6.314372,1.1778859,309.5,9838.04,2,25,1.671999999999997,132,0,6,UPGRADE,9528.54,245332,23,130.328,6,31.786882067851376,7,HIGH,0.0,3.60949278056456e-26,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A7524,1,Elite,508,Makati_BGC,52.2,41 - 50,1,1,1,0,0.179,0.179,0.0,0.0,1210,1210,0,0,10935,10935,0,0,8,8,2,2,4,0,7,2,6,0,64696,3358,61338,0,7333,472,9406,0,4,9,9,3,2,4,0,7.406,1.897,5.509,0.0,65025,3687,61338,0,7117,468,9406,0,4,1210,10935,1,0,1,6.2324480165505225,8.900276348631271,8087.0,0.875,1.0,0.6666666666666666,0.875,0.948095709162854,0.0,0.051904290837146,0.25,0.75,7,0,0.0,2.0,0.1668355180927318,7.273707,9.8109665,329.0,8087.0,1,8,0.4059999999999997,7,0,4,UPGRADE,7758.0,64367,7,6.594,4,24.580547112462007,7,HIGH,0.0,1.4234758456092103e-19,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A52164,2,Elite,116,QC,258.0,21 - 30,1,2,2,0,1.435,0.0,0.987,0.026,13206,0,8092,6,6096,0,5652,12,4,4,3,1,0,0,6,0,6,0,15805,0,15805,0,2418,0,2418,0,3,6,7,3,3,1,0,6.782,0.0,6.362,0.101,16239,0,15951,101,2183,0,2312,20,3,13195,6094,2,1,1,4.762173934797756,7.791109510610028,3951.25,1.5,1.0,0.3333333333333333,1.5,1.0,0.0,0.0,0.75,0.25,7,0,0.0,5.0,0.1668615186751696,9.301497,9.569349,144.66666666666666,3951.25,3,4,0.782,6,0,3,UPGRADE,3806.5833333333335,15371,1,5.218,3,27.31278801843318,7,HIGH,0.0,1.1984066686714983e-20,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A38798,4,Elite,167,Manila,0.0,Above 60,1,4,1,3,9.091,0.0,1.558,4.446,9770,0,467,5950,117,0,465,25,2,7,4,1,1,1,19,0,0,19,32436,0,0,32436,36,0,0,36,3,3,8,4,1,2,1,19.487,0.0,0.072,19.415,32494,0,58,32436,38,0,729,36,3,9769,117,4,9,1,5.123963979403259,3.610917912644224,4633.714285714285,2.7142857142857144,3.5,0.1666666666666666,9.5,0.0,1.0,0.0,0.5714285714285714,0.4285714285714285,7,0,0.0,3.0,0.1668794054656429,4.8996625,0.3132589,58.0,4633.714285714285,1,7,0.4869999999999983,19,0,3,UPGRADE,4575.714285714285,32378,6,18.513,3,79.89162561576354,7,HIGH,0.0,7.544696843743642e-61,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A38757,1,Prime,822,Makati_BGC,57.6,31 - 40,1,1,0,1,1.026,0.0,1.026,0.0,4943,0,4943,0,2105,0,2105,0,31,33,13,2,15,3,29,0,28,0,385478,407,382302,0,11170,437,11452,0,5,32,34,13,2,16,3,29.522,0.221,28.614,0.0,385843,407,382667,0,11012,437,11285,0,5,4943,2100,1,1,1,6.71295620067707,9.321076413570848,11681.151515151516,0.8787878787878788,1.064516129032258,2.583333333333333,0.935483870967742,0.9917608787012488,0.0,0.0010558319800351,0.3939393939393939,0.6060606060606061,7,0,0.0,2.0,0.1668252458897088,6.725837,9.095767,365.0,11681.151515151516,1,33,0.5219999999999985,29,0,5,UPGRADE,11316.151515151516,385113,32,28.478,5,32.00315483603155,7,HIGH,0.0,2.1011100416239212e-26,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A49891,1,Prime,30,Makati_BGC,57.6,21 - 30,1,1,0,1,0.218,0.0,0.0,0.218,115,0,0,115,10,0,0,10,6,6,1,0,3,2,4,0,0,4,2755,0,0,2755,15,0,0,15,1,7,7,1,0,4,2,4.499,0.0,0.084,4.415,2770,0,15,2755,17,0,146,15,1,102,0,1,0,1,3.4339872044851463,2.772588722239781,459.1666666666667,0.6666666666666666,1.0,0.5,0.6666666666666666,0.0,1.0,0.0,0.1666666666666666,0.8333333333333334,7,0,0.0,1.0,0.1668460330211699,10.606965,-0.42738843,15.0,459.1666666666667,1,6,0.49899999999999967,4,0,1,UPGRADE,444.1666666666667,2740,5,3.5010000000000003,1,30.61111111111111,7,HIGH,0.0,1.5066852672351173e-22,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A20918,7,Premium,355,Makati_BGC,52.8,21 - 30,2,9,7,2,41.947,0.0,41.947,0.0,61528,0,61528,0,918,0,918,0,33,53,38,6,3,6,215,8,171,0,339815,10542,271275,117,936,1257,907,22,22,34,54,38,6,4,6,215.368,7.806,171.496,0.08,339971,10698,271275,117,936,1255,907,22,22,30764,452,4,20,1,5.87493073085203,6.842683282238422,6411.603773584906,4.056603773584905,1.606060606060606,2.75,6.515151515151516,0.798302017274105,0.0003443049894795,0.0310227623854155,0.7169811320754716,0.2830188679245283,7,0,0.0,5.0,0.166764244495899,8.075311,7.4880466,156.0,6411.603773584906,1,53,0.367999999999995,215,0,22,UPGRADE,6255.603773584906,339659,52,214.632,22,41.10002418964683,7,HIGH,0.0,1.2050333241713579e-33,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A40906,1,Elite,99,Pasay,96.6,Above 60,1,1,0,1,0.322,0.0,0.322,0.0,146,0,146,0,583,0,583,0,9,14,9,0,4,1,7,0,7,0,20193,0,20193,0,1093,0,1093,0,2,11,16,9,0,5,2,7.456,0.0,7.456,0.0,20222,0,20222,0,1063,0,1063,0,3,146,583,1,0,1,4.605170185988092,6.997595982981927,1442.357142857143,0.5,1.5555555555555556,0.75,0.7777777777777778,1.0,0.0,0.0,0.6428571428571429,0.3571428571428571,7,0,0.0,5.0,0.1668502348334805,9.559741,9.715959,14.5,1442.357142857143,2,14,0.4560000000000004,7,1,2,UPGRADE,1427.857142857143,20164,12,6.544,1,99.47290640394088,7,HIGH,0.0,3.701161404176278e-75,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A45552,2,Elite,67,QC,155.4,21 - 30,2,2,0,2,2.319,0.0,2.319,0.0,1750,0,1750,0,480,0,480,0,15,16,10,1,5,0,21,0,16,1,17963,0,14376,583,494,0,543,18,9,21,22,13,1,5,3,21.221,0.0,15.658,1.295,18260,0,14376,881,484,0,543,21,11,875,233,1,1,1,4.219507705176107,6.20455776256869,1122.6875,1.3125,1.0666666666666669,1.25,1.4,0.8003117519345321,0.0324556031843233,0.0,0.625,0.375,7,0,0.0,2.0,0.1668533549959656,10.195623,9.682146,49.5,1122.6875,6,16,0.22100000000000009,21,2,9,UPGRADE,1073.1875,17666,10,20.779,7,22.680555555555557,7,HIGH,0.0,6.906077672432109e-17,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A14873,5,Premium,890,Makati_BGC,57.6,Above 60,4,5,2,3,3.222,0.0,3.222,0.0,57941,0,57941,0,17589,0,17589,0,12,13,6,4,3,0,19,0,14,0,286264,0,221703,117,13853,0,13675,75,5,13,14,7,4,3,0,18.691,0.0,14.531,0.042,286687,0,222126,117,13836,0,13654,75,5,14478,4389,1,0,1,6.792344427470809,9.536329278582553,22020.30769230769,1.4615384615384617,1.0833333333333333,1.0,1.5833333333333333,0.7744704189140095,0.0004087136349663,0.0,0.4615384615384615,0.5384615384615384,7,0,0.0,5.0,0.1667450254120273,5.4588428,7.368168,423.0,22020.30769230769,1,13,-0.30900000000000105,19,0,5,UPGRADE,21597.30769230769,285841,12,19.309,5,52.05746499363521,7,HIGH,0.0,2.5308001640802044e-43,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A45222,1,Prime,22,Pasay,246.0,31 - 40,1,1,0,1,0.255,0.0,0.0,0.255,246,0,0,246,33,0,0,33,4,4,2,1,0,1,1,0,0,1,2237,0,0,2237,58,0,0,58,2,6,6,2,1,1,2,1.448,0.0,0.0,1.448,2284,0,0,2284,56,0,0,56,4,233,29,1,0,1,3.1354942159291497,4.07753744390572,559.25,0.25,1.0,0.3333333333333333,0.25,0.0,1.0,0.0,0.5,0.5,7,0,0.0,1.0,0.1668190515264845,10.53335,-0.839361,23.5,559.25,2,4,0.44799999999999995,1,2,2,UPGRADE,535.75,2190,2,0.552,0,23.79787234042553,7,HIGH,0.0,2.683590968724746e-17,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A47953,1,Maharlika,456,Makati_BGC,57.6,41 - 50,1,1,1,0,0.159,0.0,0.159,0.0,656,0,656,0,4811,0,4811,0,5,5,2,2,0,1,2,0,2,0,32786,0,28139,2323,9848,0,12528,88,1,7,7,3,3,0,1,2.565,0.0,2.042,0.247,33340,0,28693,2323,9463,0,11869,88,1,656,4811,1,0,1,6.124683390894205,9.195125206169704,6557.2,0.4,1.0,0.4166666666666667,0.4,0.8582626730921735,0.0708534130421521,0.0,0.4,0.6,7,0,0.0,2.0,0.1668661019703462,7.6874547,9.65393,277.0,6557.2,2,5,0.565,2,0,1,UPGRADE,6280.2,32232,3,1.435,1,23.67220216606498,7,HIGH,0.0,1.8610699054336435e-18,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A46709,1,Supreme,688,Makati_BGC,52.8,31 - 40,1,3,0,3,3.22,0.0,0.0,3.22,13446,0,0,13446,133,0,0,133,58,110,53,13,22,22,165,0,0,161,1102620,0,627,1064670,165,0,2790,157,3,60,112,53,13,24,22,164.742,0.0,0.212,160.82,1103173,0,627,1065224,165,0,2790,157,3,13443,131,3,3,1,6.535241271013659,5.111987788356544,10023.818181818182,1.5,1.896551724137931,4.833333333333333,2.8448275862068964,0.0005686455895956,0.9655819774718398,0.0,0.4818181818181818,0.5181818181818182,7,0,0.0,3.0,0.1670218589476369,7.7323465,2.1411781,276.5,10023.818181818182,2,110,-0.2580000000000098,165,0,3,UPGRADE,9747.318181818182,1102067,108,165.258,3,36.2525069866842,7,HIGH,0.0,3.160690607551989e-31,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A54267,2,Prime,41,Pasay,96.6,41 - 50,1,2,0,2,1.131,0.0,0.0,1.131,525,0,0,525,10,0,0,10,2,3,1,0,0,2,7,0,0,4,3193,0,15,2041,22,0,190,12,1,3,4,2,0,0,2,7.403,0.0,0.48,4.319,3222,0,29,2041,25,0,107,12,1,525,0,2,1,1,3.737669618283368,3.1354942159291497,1064.3333333333333,2.333333333333333,1.5,0.1666666666666666,3.5,0.004697776385844,0.6392107735671781,0.0,0.3333333333333333,0.6666666666666666,7,0,0.0,3.0,0.1669815340686425,10.315203,0.10921227,29.0,1064.3333333333333,1,3,0.4029999999999996,7,0,1,UPGRADE,1035.3333333333333,3164,2,6.597,1,36.701149425287355,7,HIGH,0.0,3.297920367483866e-27,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A28526,2,Prime,205,Pasay,246.0,31 - 40,1,2,1,1,2.36,0.0,2.36,0.0,2595,0,2595,0,981,0,981,0,2,3,1,2,0,0,9,0,9,0,19668,0,19668,0,1391,0,1391,0,3,3,4,2,2,0,0,9.681,0.0,9.681,0.0,19814,0,19814,0,1380,0,1380,0,4,2595,977,2,2,1,5.327876168789581,7.238496840894365,6556.0,3.0,1.5,0.1666666666666666,4.5,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,7,0,0.0,2.0,0.1667598683909832,8.626691,9.92965,146.0,6556.0,1,3,0.6809999999999992,9,1,3,UPGRADE,6410.0,19522,2,8.319,2,44.9041095890411,7,HIGH,0.0,1.3747620681857238e-34,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A15483,2,Prime,300,Pasay,224.4,41 - 50,1,2,0,2,11.428,0.0,0.52,6.171,21022,0,117,11851,49,0,153,37,3,6,0,0,3,3,18,0,0,18,20142,0,0,20142,25,0,0,25,2,4,8,0,1,4,3,18.915,0.0,0.111,18.804,20266,0,15,20252,26,0,334,24,2,21010,44,2,11,1,5.707110264748875,3.258096538021482,3357.0,3.0,2.0,0.25,6.0,0.0,1.0,0.0,0.0,1.0,7,0,0.0,3.0,0.1670203810666625,6.8234925,0.23127533,62.0,3357.0,2,6,0.9149999999999991,18,0,2,UPGRADE,3295.0,20018,4,17.085,2,54.145161290322584,7,HIGH,0.0,5.263215630247755e-41,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A53909,2,Premium,414,Manila,0.0,Above 60,1,6,3,3,27.476,0.0,0.727,20.664,37648,0,321,27608,45,0,238,33,19,56,33,9,7,7,226,7,2,179,419260,16926,379,338014,64,437,160,38,45,20,57,33,9,8,7,226.049,7.071,1.556,179.176,419319,16926,379,338073,64,437,160,38,45,37646,44,6,27,1,6.028278520230698,4.174387269895637,7486.785714285715,4.035714285714286,2.9473684210526314,1.5833333333333333,11.894736842105264,0.000903973667891,0.8062157133997997,0.0403711300863426,0.5892857142857143,0.4107142857142857,7,0,0.0,3.0,0.166944982117773,4.985983,1.1234797,59.0,7486.785714285715,1,56,0.049000000000006594,226,0,45,UPGRADE,7427.785714285715,419201,55,225.951,45,126.89467312348668,7,HIGH,0.0,6.007613258537909e-99,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A32873,2,Elite,219,QC,269.4,31 - 40,2,2,0,2,1.895,0.0,1.895,0.0,3222,0,3222,0,1043,0,1043,0,8,11,5,4,2,0,22,2,12,0,45063,3089,32120,0,1326,1094,1575,0,4,11,14,7,5,2,0,22.799,2.19,13.027,0.0,45121,3089,32178,0,1298,1094,1516,0,6,1604,510,1,0,1,5.393627546352362,7.190676034332207,4096.636363636364,2.0,1.375,0.6666666666666666,2.75,0.7127798859374653,0.0,0.0685484765772363,0.4545454545454545,0.5454545454545454,7,0,0.0,2.0,0.1669504686581641,9.440767,9.409599,19.333333333333332,4096.636363636364,3,11,0.7989999999999995,22,2,4,UPGRADE,4077.3030303030305,45005,8,21.201,2,211.89498432601883,7,HIGH,0.0,7.993730842669454e-161,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A25899,2,Premium,321,QC,269.4,41 - 50,2,2,2,0,14.439,0.0,2.612,5.985,48354,0,16650,10298,1580,0,4316,31,19,34,24,0,1,9,125,0,3,100,160796,0,1895,127605,52,0,647,27,3,20,36,26,0,1,9,126.068,0.0,3.803,100.675,161100,0,1939,127864,53,0,607,27,3,24174,787,1,7,1,5.7745515455444085,3.970291913552122,4729.294117647059,3.676470588235294,1.7894736842105263,1.5833333333333333,6.578947368421052,0.0117851190328117,0.7935831737107888,0.0,0.7058823529411765,0.2941176470588235,7,0,0.0,3.0,0.16725017503896,7.5971045,-0.55471843,152.0,4729.294117647059,2,34,1.0679999999999978,125,0,3,UPGRADE,4577.294117647059,160492,32,123.932,3,31.11377708978328,7,HIGH,0.0,5.856389940409287e-25,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A5537,2,Elite,327,Makati_BGC,45.0,51 - 60,2,2,1,1,1.707,0.0,0.0,1.707,2850,0,0,2850,28,0,0,28,7,8,5,0,3,0,16,1,1,10,52324,973,2566,36560,361,437,3315,55,2,8,9,5,0,4,0,15.879,0.539,1.328,9.565,52528,973,2770,36560,365,437,2693,55,2,1414,0,1,0,1,5.793013608384144,5.891644211825772,6540.5,2.0,1.1428571428571428,0.5833333333333334,2.2857142857142856,0.0490405932268175,0.6987233391942512,0.0185956731136763,0.625,0.375,7,0,0.0,3.0,0.1671243230437812,9.536994,2.2457056,204.0,6540.5,1,8,-0.12100000000000044,16,0,2,UPGRADE,6336.5,52120,7,16.121000000000002,2,32.06127450980392,7,HIGH,0.0,5.515664120165631e-25,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A28462,2,Elite,404,Mandaluyong_Pasig,182.4,Above 60,1,2,0,2,6.785,0.0,6.785,0.0,10804,0,10804,0,1513,0,1513,0,6,11,6,1,1,3,38,0,38,0,60594,0,60594,0,1449,0,1449,0,2,7,12,7,1,1,3,37.87,0.0,37.829,0.041,60653,0,60594,58,1447,0,1449,44,2,10804,1502,2,6,1,6.003887067106539,7.27931883541462,5508.545454545455,3.4545454545454546,1.8333333333333333,0.5,6.333333333333333,1.0,0.0,0.0,0.5454545454545454,0.4545454545454545,7,0,0.0,5.0,0.1667347529464411,8.1910715,7.9776263,59.0,5508.545454545455,1,11,-0.13000000000000256,38,0,2,UPGRADE,5449.545454545455,60535,10,38.13,2,93.36517719568567,7,HIGH,0.0,2.041606179470065e-71,1.0,1.15,99.9316901007571,HIGH,True,60.25901406045425,GROWTH
A54080,2,Elite,196,Makati_BGC,48.6,21 - 30,2,2,2,0,2.571,0.0,2.571,0.0,3208,0,3208,0,978,0,978,0,12,17,7,2,3,5,36,0,35,0,47503,0,46204,183,1020,0,1038,36,3,13,18,7,2,4,5,36.939,0.0,35.729,0.202,47619,0,46321,183,1013,0,1030,36,3,1604,481,1,1,1,5.2832037287379885,6.928537818164665,2794.294117647059,2.117647058823529,1.4166666666666667,1.0,3.0,0.9726543586720838,0.0038523882702145,0.0,0.4117647058823529,0.5882352941176471,2,0,0.8995565478278635,2.0,0.1668366337049282,8.835608,10.099207,116.0,2794.294117647059,1,17,0.9390000000000001,36,0,3,UPGRADE,2678.294117647059,47387,16,35.061,3,24.08874239350913,2,HIGH,0.0,1.031858088574072e-18,1.0,1.15,99.91624790619765,HIGH,True,60.249748743718584,GROWTH
A53025,1,Prime,84,Ortigas,0.0,21 - 30,1,1,1,0,0.921,0.0,0.921,0.0,671,0,671,0,661,0,661,0,5,6,3,1,1,1,9,0,9,0,6678,0,6678,0,773,0,773,0,5,6,7,4,1,1,1,9.409,0.0,9.409,0.0,6692,0,6692,0,765,0,765,0,9,671,656,1,0,1,4.442651256490317,6.651571873589727,1113.0,1.5,1.2,0.4166666666666667,1.8,1.0,0.0,0.0,0.5,0.5,2,0,0.9143361946542532,2.0,0.1668337585370693,9.883979,10.22586,14.0,1113.0,1,6,0.4090000000000007,9,4,5,UPGRADE,1099.0,6664,5,8.591,1,79.5,2,HIGH,0.0,5.930018980903255e-60,1.0,1.15,99.91624790619765,HIGH,True,60.249748743718584,GROWTH
