user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,dest_active_flag,log_ADT,log_avg_bet,twin_per_day,hours_per_day,days_per_trip,trips_per_month,hours_per_trip,pct_ETG,pct_SLOT,pct_TG,pct_weekday,pct_weekend,cluster_hdbscan,is_noise,hdbscan_confidence,cluster_fuzzy,fuzzy_confidence,umap_x,umap_y,ADT_old,ADT_recent,gaming_day_old,gaming_day_recent,hourplayed_old,hourplayed_recent,roomnight_old,roomnight_recent,migration_label,delta_ADT,delta_twin,delta_gaming_days,delta_hours,delta_roomnight,adt_ratio,persona_id,margin_tier,P_DOWNGRADE,P_STABLE,P_UPGRADE,pms_raw,pms_score,pms_bucket,pms_action_eligible,queue_score,host_lane
A40166,3,Elite,212,Pasay,116.4,31 - 40,2,3,3,0,7.793,0.0,0.0,7.793,12830,0,0,12830,30,0,0,30,8,14,8,2,3,1,29,0,1,26,33768,0,437,32418,52,0,378,25,19,13,22,13,3,4,2,37.251,2.469,1.232,28.81,37379,1219,467,33445,123,604,384,24,19,6415,15,1,3,1,5.3612921657094255,3.970291913552122,2412.0,2.071428571428572,1.75,0.6666666666666666,3.625,0.0129412461502013,0.9600213219616204,0.0,0.5714285714285714,0.4285714285714285,0,0,0.8325341326625552,3.0,0.1672423230717692,8.227139,-0.6742838,451.375,2412.0,8,14,8.250999999999998,29,0,19,UPGRADE,1960.625,30157,6,20.749000000000002,19,5.3436721129880915,0,HIGH,5.8860229548158856e-83,0.0004512188644048774,0.9995487811355952,1.1494810983059345,98.27089337175792,HIGH,True,59.26240065739543,GROWTH
A9541,4,Premium,418,Makati_BGC,57.6,41 - 50,4,4,0,4,5.66,0.0,0.0,5.66,14035,0,0,14035,56,0,0,56,25,37,9,4,9,15,110,0,0,106,235242,617,0,228855,41,437,0,39,3,26,38,9,4,9,16,111.256,0.379,0.0,107.03,237458,617,0,231071,41,437,0,39,3,3499,0,1,1,1,6.037870919922137,3.737669618283368,6357.891891891892,2.972972972972973,1.48,2.083333333333333,4.4,0.0,0.9728492361057974,0.0026228309570569,0.2432432432432432,0.7567567567567568,0,0,0.9114751074519388,3.0,0.1672746213715819,7.551873,0.8512157,2216.0,6357.891891891892,1,37,1.2560000000000002,110,0,3,UPGRADE,4141.891891891892,233026,36,108.744,3,2.8690847887598787,0,HIGH,1.4582727268107848e-39,0.001078305794961217,0.9989216942050387,1.1487599483357944,98.21325648414985,HIGH,True,59.22763039875142,GROWTH
A38105,1,Elite,341,Pasay,224.4,31 - 40,1,1,1,0,2.673,0.0,0.0,2.673,3112,0,0,3112,32,0,0,32,13,21,7,1,4,9,69,0,1,65,111960,0,87,106598,42,0,190,39,5,17,26,10,2,4,10,78.066,0.0,0.619,73.496,119307,0,87,113945,41,0,190,38,5,3106,29,1,2,1,5.834810737062605,3.7612001156935615,5331.428571428572,3.2857142857142856,1.6153846153846154,1.0833333333333333,5.307692307692308,0.0007770632368703,0.9521078956770276,0.0,0.3333333333333333,0.6666666666666666,0,0,0.92001409518895,3.0,0.1673490815260105,7.3200326,0.5014013,1469.4,5331.428571428572,5,21,9.066000000000003,69,0,5,UPGRADE,3862.0285714285715,104613,16,59.934,5,3.6283030974741877,0,HIGH,9.051211644255167e-53,0.0014793727491193018,0.9985206272508806,1.1482987213385127,98.15561959654178,HIGH,True,59.19292794610033,GROWTH
A19605,12,Premium,599,Makati_BGC,57.6,41 - 50,10,12,8,4,48.729,0.0,0.0,48.729,117625,0,0,117625,25,0,0,25,14,24,9,3,6,6,86,0,1,83,194065,0,248,191401,41,0,481,35,11,17,30,12,4,7,7,94.957,0.0,0.681,91.148,210055,0,248,207392,40,0,481,34,11,11751,0,1,4,1,6.396929655216146,3.737669618283368,8086.041666666667,3.583333333333333,1.7142857142857142,1.1666666666666667,6.142857142857143,0.0012779223456058,0.9862726406101048,0.0,0.375,0.625,0,0,0.7728176944296837,3.0,0.1672841316157408,7.0219827,0.9313413,2665.0,8086.041666666667,6,24,8.956999999999994,86,0,11,UPGRADE,5421.041666666667,178075,18,77.043,11,3.034161976235147,0,HIGH,1.3155664061941941e-42,0.0017802249120505848,0.9982197750879495,1.147952741351142,98.09798270893371,HIGH,True,59.15825555788661,GROWTH
A28836,2,Elite,185,Makati_BGC,57.6,41 - 50,2,2,0,2,2.493,0.954,0.0,0.495,3069,1076,0,742,427,547,0,36,12,14,3,2,5,4,31,1,0,27,46392,969,0,39660,65,734,0,37,1,16,19,5,4,6,4,34.79,0.613,0.0,30.56,50338,969,0,43605,60,734,0,36,1,1531,204,1,1,1,5.225746673713202,4.189654742026425,3313.714285714286,2.2142857142857144,1.1666666666666667,1.0,2.583333333333333,0.0,0.8548887739265391,0.0208872219348163,0.2142857142857142,0.7857142857142857,0,0,0.9558589715000688,3.0,0.1671309251943075,9.062947,0.25763977,789.2,3313.714285714286,5,14,3.789999999999999,31,0,1,UPGRADE,2524.5142857142855,42446,9,27.21,1,4.198827021939034,0,HIGH,2.1240662783825018e-62,0.001986299400141155,0.9980137005998587,1.1477157556898374,98.04034582132564,HIGH,True,59.12361160297534,GROWTH
A18542,2,Premium,432,Makati_BGC,48.6,51 - 60,2,2,2,0,9.784,0.0,0.0,9.784,20593,0,0,20593,33,0,0,33,26,39,14,7,10,8,139,0,0,130,229216,0,87,215768,31,0,267,31,13,30,45,14,10,13,8,149.401,0.0,0.44,137.801,242790,0,102,225929,32,0,225,31,15,10293,15,1,4,1,6.07073772800249,3.4657359027997265,5877.333333333333,3.5641025641025643,1.5,2.1666666666666665,5.346153846153846,0.0003795546558704,0.9413304481362558,0.0,0.358974358974359,0.6410256410256411,0,0,0.9026952977893368,3.0,0.1673384475119643,7.4939,0.9144725,2262.3333333333335,5877.333333333333,6,39,10.40100000000001,139,2,13,UPGRADE,3614.9999999999995,215642,33,128.599,11,2.5979077648445554,0,HIGH,1.9100546986271849e-34,0.002203428997527573,0.9977965710024724,1.1474660566528432,97.98270893371757,HIGH,True,59.08896433153129,GROWTH
A47496,2,Elite,241,Pasay,96.6,51 - 60,2,2,0,2,4.161,0.0,0.006,2.893,6122,0,0,4160,23,0,15,22,33,35,11,3,19,2,86,0,2,78,130595,0,787,121970,45,0,464,27,1,42,45,14,3,26,2,94.14,3.664,1.802,82.219,141977,6809,787,126543,64,558,464,26,2,3047,0,1,2,1,5.488937726156687,3.828641396489095,3731.285714285714,2.4571428571428573,1.0606060606060606,2.75,2.606060606060606,0.0060262644052222,0.9339561238944828,0.0,0.3142857142857143,0.6857142857142857,0,0,0.9301205715582408,3.0,0.1671775433351218,8.628244,0.6121329,1138.2,3731.285714285714,10,35,8.14,86,1,1,UPGRADE,2593.085714285714,119213,25,77.86,0,3.2782338027461906,0,HIGH,3.860506278389382e-46,0.0023705069647264013,0.9976294930352737,1.1472739169905646,97.9250720461095,HIGH,True,59.05433207557628,GROWTH
A32488,5,Maharlika,665,Makati_BGC,46.2,41 - 50,3,5,2,3,10.231,0.0,0.0,10.231,27224,0,0,27224,62,0,0,62,22,33,4,4,12,13,84,0,0,84,323482,0,0,323482,95,0,0,95,9,33,50,11,7,14,18,112.143,0.0,0.654,106.58,384207,0,102,372679,82,0,143,83,11,9069,15,1,3,1,6.501289670540389,4.564348191467836,9802.484848484848,2.5454545454545454,1.5,1.8333333333333333,3.8181818181818175,0.0,1.0,0.0,0.1212121212121212,0.8787878787878788,0,0,0.8138495137806994,3.0,0.1671145404149061,7.0819535,1.6082078,3572.0588235294117,9802.484848484848,17,33,28.143,84,2,9,UPGRADE,6230.426024955436,262757,16,55.857,7,2.7442114849607644,0,HIGH,2.017779604356848e-37,0.0036781770031057578,0.9963218229968942,1.1457700964464284,97.86743515850144,HIGH,True,59.019357641999925,GROWTH
A45240,1,Premium,615,Makati_BGC,51.0,41 - 50,2,2,0,2,6.411,0.0,0.0,6.411,17465,0,0,17465,41,0,0,41,25,28,6,1,14,7,118,0,1,108,265182,0,962,241735,50,0,1562,34,20,34,38,8,3,16,11,144.682,0.0,2.023,124.837,303334,0,1429,265694,51,0,690,33,25,8719,15,1,3,1,6.423246963533519,3.9318256327243257,9470.785714285714,4.214285714285714,1.12,2.083333333333333,4.72,0.0036276972041842,0.9115814798892836,0.0,0.2142857142857142,0.7857142857142857,0,0,0.8514579413787211,3.0,0.1671566351623978,6.9098,1.6610386,3815.2,9470.785714285714,10,28,26.681999999999988,118,5,20,UPGRADE,5655.585714285714,227030,18,91.31800000000001,15,2.4823825000748885,0,HIGH,1.1814775950967089e-32,0.004259367476076955,0.995740632523923,1.1451017274025113,97.80979827089337,HIGH,True,58.984601152293195,GROWTH
A14364,1,Premium,647,Makati_BGC,75.6,Above 60,1,1,0,1,1.813,0.0,0.0,1.813,4717,0,0,4717,42,0,0,42,34,41,12,3,15,11,145,0,0,143,365330,0,277,360970,52,0,1852,50,5,45,52,14,5,19,14,162.149,0.0,0.102,160.316,410738,0,277,406379,52,0,1852,50,6,4709,29,1,1,1,6.473890696352274,3.970291913552122,8910.487804878048,3.5365853658536586,1.2058823529411764,2.833333333333333,4.264705882352941,0.000758218596885,0.9880655845400048,0.0,0.2926829268292683,0.7073170731707317,0,0,0.8612893099751039,3.0,0.1672036773017967,7.3880982,1.5677288,4128.0,8910.487804878048,11,41,17.149,145,1,5,UPGRADE,4782.487804878048,319922,30,127.851,4,2.1585484023444885,0,HIGH,9.92655999553691e-27,0.004705504748399375,0.9952944952516006,1.1445886695393406,97.75216138328531,HIGH,True,58.949885178546666,GROWTH
A51681,1,Premium,318,Makati_BGC,52.8,41 - 50,1,1,1,0,3.76,0.0,0.0,3.76,7089,0,0,7089,45,0,0,45,45,54,44,9,1,0,128,0,0,128,228126,0,0,228126,41,0,0,41,4,48,57,45,11,1,0,132.085,0.0,0.0,132.085,234911,0,0,234911,41,0,0,41,4,7086,44,1,3,1,5.765191102784844,3.737669618283368,4224.555555555556,2.3703703703703702,1.2,3.75,2.844444444444445,0.0,1.0,0.0,0.8148148148148148,0.1851851851851851,0,0,0.782539998667832,3.0,0.1669977804340302,9.186839,0.82544893,2261.6666666666665,4224.555555555556,3,54,4.085000000000008,128,0,4,UPGRADE,1962.8888888888891,221341,51,123.91499999999999,4,1.867894866126259,0,HIGH,7.667605115364668e-21,0.005092712346782315,0.9949072876532177,1.1441433808012003,97.69452449567724,HIGH,True,58.91518688370231,GROWTH
A18918,2,Premium,312,Makati_BGC,57.6,Above 60,3,4,3,1,12.266,0.0,0.068,8.232,19070,0,15,13445,33,0,510,29,29,35,6,1,4,24,121,0,0,111,155919,216,131,143167,36,437,498,33,1,30,36,6,1,4,25,122.475,0.07,0.24,112.41,157843,216,131,145091,36,437,498,33,1,6342,0,1,4,1,5.746203190540153,3.610917912644224,4454.828571428571,3.4571428571428573,1.206896551724138,2.4166666666666665,4.172413793103448,0.0008401798369666,0.918213944419859,0.0013853346930136,0.1714285714285714,0.8285714285714286,0,0,0.9649686464186524,3.0,0.16716860055846,7.825387,0.729559,1924.0,4454.828571428571,1,35,1.4749999999999943,121,0,1,UPGRADE,2530.828571428571,153995,34,119.525,1,2.3153994653994654,0,HIGH,6.576473097546527e-29,0.005139265836973879,0.9948607341630261,1.1440898442874798,97.63688760806917,HIGH,True,58.88059078509041,GROWTH
A36445,3,Premium,391,Makati_BGC,52.2,31 - 40,3,3,1,2,5.306,0.0,0.0,5.306,16066,0,0,16066,48,0,0,48,49,60,24,10,11,15,176,0,2,170,361256,0,919,356129,41,0,539,32,1,71,88,34,12,17,25,211.093,0.036,1.52,204.8,434775,28,919,427594,38,1458,539,31,4,5351,15,1,1,1,5.971261839790462,3.737669618283368,6020.933333333333,2.933333333333333,1.2244897959183674,4.083333333333333,3.591836734693877,0.0025439023850122,0.985807848174148,0.0,0.4,0.6,0,0,0.8315971676233154,3.0,0.1671957499468586,8.634125,1.1965221,2625.6785714285716,6020.933333333333,28,60,35.09299999999999,176,3,1,UPGRADE,3395.254761904762,287737,32,140.907,-2,2.2930961157433223,0,HIGH,9.228148994936656e-29,0.005167449563091162,0.9948325504369088,1.144057433002445,97.57925072046109,HIGH,True,58.846000197407726,GROWTH
A7157,1,Premium,468,Makati_BGC,46.2,41 - 50,2,2,0,2,2.897,0.0,0.0,2.897,7501,0,0,7501,47,0,0,47,25,28,10,16,1,1,86,3,0,74,207796,4082,44,185134,84,749,317,36,8,40,46,22,20,1,3,110.403,9.564,2.172,81.789,253337,16775,889,205391,178,909,294,37,9,3747,15,1,1,1,6.150602768446279,4.442651256490317,7421.285714285715,3.071428571428572,1.12,2.083333333333333,3.44,0.000211746135633,0.8909411153246454,0.0196442664921365,0.3571428571428571,0.6428571428571429,0,0,0.8155829304575272,3.0,0.1673213833989791,7.699106,1.4528601,2530.0555555555557,7421.285714285715,18,28,24.403000000000006,86,1,8,UPGRADE,4891.230158730159,162255,10,61.596999999999994,7,2.9332501011647274,0,HIGH,2.4984046146873525e-40,0.0054868400399355425,0.9945131599600644,1.143690133954074,97.52161383285302,HIGH,True,58.81132224769983,GROWTH
A16046,5,Premium,233,Makati_BGC,51.0,51 - 60,5,7,4,3,13.837,0.0,0.0,13.837,19591,0,0,19591,29,0,0,29,44,60,26,7,14,13,129,0,0,129,199692,0,0,199692,31,0,0,31,7,78,100,42,15,20,23,163.297,0.0,0.0,163.297,243000,0,0,243000,30,0,0,30,13,3907,0,1,2,1,5.455321115357702,3.4657359027997265,3328.2,2.15,1.3636363636363635,3.6666666666666665,2.9318181818181817,0.0,1.0,0.0,0.4333333333333333,0.5666666666666667,0,0,0.8282580056677283,3.0,0.1671856207543671,8.766568,0.7077722,1082.7,3328.2,40,60,34.297,129,6,7,UPGRADE,2245.5,156384,20,94.703,1,3.0739817123857023,0,HIGH,3.338042804037653e-42,0.005655013009290313,0.9943449869907097,1.1434967350393161,97.46397694524495,HIGH,True,58.77668966324418,GROWTH
A44288,3,Elite,240,Makati_BGC,75.6,51 - 60,3,3,0,3,10.264,0.0,0.0,10.264,16830,0,0,16830,31,0,0,31,18,22,2,1,2,17,44,0,0,44,55543,0,0,55543,26,0,0,26,1,24,28,3,1,3,21,46.513,0.683,0.0,45.14,59981,1096,0,57774,38,437,0,26,1,5599,0,1,3,1,5.484796933490655,3.295836866004329,2524.681818181818,2.0,1.2222222222222223,1.5,2.4444444444444446,0.0,1.0,0.0,0.0909090909090909,0.9090909090909092,0,0,0.937716725610122,3.0,0.1670309174300565,8.986224,0.21110797,739.6666666666666,2524.681818181818,6,22,2.512999999999998,44,0,1,UPGRADE,1785.0151515151515,51105,16,41.487,1,3.4132696956040802,0,HIGH,5.4594984002378725e-48,0.006081277093451013,0.993918722906549,1.1430065313425313,97.40634005763688,HIGH,True,58.741979651454095,GROWTH
A2107,2,Elite,163,Makati_BGC,82.8,51 - 60,2,2,2,0,1.568,0.0,0.0,1.568,3656,0,0,3656,40,0,0,40,11,13,9,0,1,3,16,0,1,12,38712,1444,1079,29087,124,437,1198,41,1,16,18,11,0,1,6,18.987,0.485,0.866,14.108,42692,1444,1210,31916,124,437,1194,39,3,1823,15,1,0,1,5.099866427824199,4.8283137373023015,2977.846153846154,1.2307692307692308,1.181818181818182,0.9166666666666666,1.4545454545454546,0.0278724943170076,0.7513690845215953,0.0373010952676172,0.6923076923076923,0.3076923076923077,0,0,0.8106123645452407,1.0,0.1669860119558814,10.462708,0.6258556,796.0,2977.846153846154,5,13,2.9869999999999983,16,2,1,UPGRADE,2181.846153846154,34732,8,13.013000000000002,-1,3.741012756088133,0,HIGH,7.702791050490885e-54,0.00626112237404461,0.9937388776259554,1.1427997092698485,97.34870317002881,HIGH,True,58.707343565305074,GROWTH
A32062,1,Prime,73,Makati_BGC,82.8,31 - 40,1,1,0,1,0.567,0.0,0.567,0.0,160,0,160,0,233,0,233,0,7,9,6,1,2,0,11,0,0,11,11244,0,146,11098,23,0,204,16,11,10,13,6,2,5,0,14.377,0.0,0.685,12.373,12447,0,190,11747,27,0,215,14,17,160,233,1,0,1,4.30406509320417,3.1780538303479458,1249.3333333333333,1.2222222222222223,1.2857142857142858,0.5833333333333334,1.5714285714285714,0.0129847029526858,0.9870152970473142,0.0,0.6666666666666666,0.3333333333333333,0,0,0.9485752541337902,1.0,0.1669559811099748,9.886624,-1.3495114,300.75,1249.3333333333333,4,9,3.3770000000000007,11,6,11,UPGRADE,948.5833333333333,10041,5,7.622999999999999,5,4.154059296203934,0,HIGH,8.294297702108854e-61,0.006835090135934805,0.9931649098640652,1.142139646343675,97.29106628242074,HIGH,True,58.67258924241166,GROWTH
A41007,1,Elite,277,Pasay,182.4,Above 60,1,1,0,1,2.245,0.0,0.0,2.245,4692,0,0,4692,50,0,0,50,11,13,4,1,5,3,25,0,0,25,50057,0,0,50057,49,0,0,49,2,19,21,6,2,7,6,33.087,0.0,0.0,33.087,58611,0,0,58611,44,0,0,44,2,4680,44,1,2,1,5.627621113690637,3.912023005428146,3850.538461538461,1.9230769230769231,1.181818181818182,0.9166666666666666,2.272727272727273,0.0,1.0,0.0,0.3076923076923077,0.6923076923076923,0,0,1.0,3.0,0.1671753338124183,8.465331,0.4782161,1069.25,3850.5384615384614,8,13,8.087000000000003,25,0,2,UPGRADE,2781.2884615384614,41503,5,16.912999999999997,2,3.6011582525494146,0,HIGH,1.781467323350317e-51,0.007254814861965846,0.9927451851380342,1.1416569629087392,97.23342939481267,HIGH,True,58.63788119242901,GROWTH
A34838,3,Elite,213,QC,155.4,51 - 60,2,3,1,2,9.299,0.0,0.103,6.362,12796,0,0,9530,32,0,189,29,32,39,15,3,2,19,128,0,0,128,117169,0,0,117169,17,0,0,17,10,35,43,19,3,2,19,136.267,0.0,0.0,136.267,122643,0,0,122643,17,0,0,17,12,6386,15,1,4,1,5.365976015021851,2.8903717578961645,3004.333333333333,3.282051282051282,1.21875,2.6666666666666665,4.0,0.0,1.0,0.0,0.3846153846153846,0.6153846153846154,0,0,0.7971480951253096,3.0,0.1672090619495831,8.441068,0.3973657,1368.5,3004.3333333333335,4,39,8.266999999999996,128,2,10,UPGRADE,1635.8333333333335,111695,35,119.733,8,2.195347704299111,0,HIGH,1.9987682401584321e-26,0.00794951384640407,0.9920504861535959,1.1408580590766353,97.1757925072046,HIGH,True,58.60309065016884,GROWTH
A22973,1,Elite,156,Makati_BGC,57.6,41 - 50,1,1,1,0,2.561,0.0,0.0,2.561,4361,0,0,4361,38,0,0,38,10,16,6,0,4,6,23,0,0,23,31430,0,0,31430,38,0,0,38,3,11,18,7,0,4,7,24.747,0.0,0.0,24.747,32552,0,0,32552,37,0,0,37,3,4359,29,1,2,1,5.056245805348308,3.6635616461296463,1964.375,1.4375,1.6,0.8333333333333334,2.3,0.0,1.0,0.0,0.375,0.625,0,0,0.911813123149947,3.0,0.1671467196572648,9.227609,-0.28139627,561.0,1964.375,2,16,1.7469999999999999,23,0,3,UPGRADE,1403.375,30308,14,21.253,3,3.501559714795009,0,HIGH,2.4727960588720143e-49,0.008210029187068209,0.9917899708129317,1.1405584664348714,97.11815561959655,HIGH,True,58.56843036300181,GROWTH
A36678,2,Elite,262,Makati_BGC,52.2,41 - 50,1,2,0,2,1.325,0.0,0.0,1.325,3143,0,0,3143,67,0,0,67,7,10,2,2,4,2,13,0,0,13,39996,0,0,39996,88,0,0,88,5,9,12,4,2,4,2,14.08,0.0,0.0,14.08,42360,0,0,42360,87,0,0,87,5,3135,58,2,1,1,5.572154032177765,4.48863636973214,3999.6,1.3,1.4285714285714286,0.5833333333333334,1.8571428571428568,0.0,1.0,0.0,0.2,0.8,0,0,0.8023197527456233,3.0,0.1670871537373791,9.141415,0.15840103,1182.0,3999.6,2,10,1.08,13,0,5,UPGRADE,2817.6,37632,8,11.92,5,3.383756345177665,0,HIGH,1.4197965038041566e-47,0.008581145333495951,0.9914188546665041,1.1401316828664796,97.06051873198848,HIGH,True,58.53373689559304,GROWTH
A47742,1,Premium,272,Makati_BGC,52.2,41 - 50,3,4,1,3,7.558,0.0,0.0,7.558,26856,0,0,26856,91,0,0,91,22,34,6,3,13,12,77,0,4,57,156513,0,3062,122951,108,0,549,58,7,38,54,9,6,19,20,119.673,0.0,17.239,70.239,186606,0,11474,133316,182,0,573,52,10,8938,29,1,2,1,5.60947179518496,4.691347882229144,4603.323529411765,2.264705882352941,1.5454545454545454,1.8333333333333333,3.5,0.019563870093858,0.7855641384421741,0.0,0.1764705882352941,0.8235294117647058,0,0,0.7720315420119684,3.0,0.167239138095248,8.030668,0.6623524,1504.65,4603.323529411765,20,34,42.673,77,3,7,UPGRADE,3098.673529411765,126420,14,34.327,4,3.0593982184639383,0,HIGH,6.515693538577784e-42,0.00921456138002091,0.9907854386199791,1.139403254412976,97.00288184438041,HIGH,True,58.498964738214234,GROWTH
A33577,7,Supreme,398,QC,84.0,31 - 40,5,7,2,5,10.666,0.557,0.0,7.192,39112,1413,0,29724,169,1094,0,69,27,32,11,6,6,9,56,0,0,56,201143,0,0,201143,70,0,0,70,2,36,42,14,7,10,11,88.076,0.0,0.276,82.454,225200,0,321,219091,59,0,1424,52,2,7815,29,1,2,1,5.988961416889864,4.262679877041316,6285.71875,1.75,1.1851851851851851,2.25,2.074074074074074,0.0,1.0,0.0,0.34375,0.65625,0,0,0.903075796153237,3.0,0.1672129434759979,8.270258,1.0604944,2405.7,6285.71875,10,32,32.07599999999999,56,0,2,UPGRADE,3880.01875,177086,22,23.924000000000007,2,2.612843974726691,0,HIGH,3.661026120655546e-34,0.009757864060760223,0.9902421359392397,1.1387784563301255,96.94524495677234,HIGH,True,58.46421961484517,GROWTH
A34155,2,Premium,270,Makati_BGC,57.6,Above 60,2,2,1,1,7.685,0.0,0.041,5.434,6444,0,29,4709,21,0,568,15,39,44,9,3,20,12,136,0,0,133,178545,0,15,175833,26,0,146,26,3,42,47,9,4,22,12,141.424,0.0,0.107,138.448,185266,0,15,182554,26,0,146,26,3,3222,0,1,3,1,5.602118820879701,3.295836866004329,4057.840909090909,3.090909090909091,1.1282051282051282,3.25,3.4871794871794872,8.401243384020835e-05,0.9848105519616904,0.0,0.2045454545454545,0.7954545454545454,0,0,0.8538485293088742,3.0,0.1671180275188152,8.309855,0.65041107,2240.3333333333335,4057.840909090909,3,44,5.424000000000007,136,0,3,UPGRADE,1817.5075757575755,171824,41,130.576,3,1.811266586411654,0,HIGH,1.2909337735490242e-19,0.010073713737465309,0.9899262862625348,1.138415229201915,96.88760806916427,HIGH,True,58.429542727377324,GROWTH
A43708,1,Elite,298,QC,155.4,31 - 40,2,2,2,0,8.676,0.0,0.806,4.539,9440,0,437,5884,77,0,280,32,8,12,5,3,3,1,42,1,2,30,72622,453,948,54452,69,219,327,41,1,17,23,8,4,6,5,56.134,6.362,2.732,35.931,94290,9543,1750,63910,128,436,460,40,6,4709,29,1,4,1,5.700443573390687,4.248495242049359,6051.833333333333,3.5,1.5,0.6666666666666666,5.25,0.0130538955137561,0.7498003359863402,0.0062377791853708,0.4166666666666667,0.5833333333333334,0,0,0.7670015968442215,3.0,0.1674923183724351,7.591233,0.74907607,1969.8181818181818,6051.833333333333,11,12,14.134,42,5,1,UPGRADE,4082.015151515151,50954,1,27.866,-4,3.0722801673743154,0,HIGH,2.5931327991881176e-42,0.01186598838011016,0.9881340116198899,1.1363541133628734,96.82997118155619,HIGH,True,58.39442291241968,GROWTH
A49793,3,Prime,117,Pasay,182.4,Above 60,1,3,3,0,2.36,0.0,0.0,2.36,5150,0,0,5150,71,0,0,71,6,8,4,2,0,2,12,0,0,10,15727,581,0,13561,77,2187,0,32,4,8,11,7,2,0,2,16.759,0.125,0.0,15.086,17335,581,0,15169,58,2187,0,25,6,5147,58,3,2,1,4.770684624465665,4.356708826689592,1965.875,1.5,1.3333333333333333,0.5,2.0,0.0,0.8622750683537865,0.0369428371590258,0.5,0.5,0,0,0.8236153490521915,3.0,0.1671003566542747,9.809465,-0.52600557,536.0,1965.875,3,8,4.759,12,2,4,UPGRADE,1429.875,14119,5,7.241,2,3.66767723880597,0,HIGH,3.933385234103188e-52,0.01268710415072239,0.9873128958492776,1.135409830226669,96.77233429394812,HIGH,True,58.359594445123655,GROWTH
A49469,1,Prime,109,Makati_BGC,45.0,41 - 50,1,1,1,0,2.798,0.0,0.162,1.237,3168,0,58,1526,63,0,379,21,19,20,1,1,13,5,32,0,1,26,37899,0,510,31383,57,0,519,28,1,21,22,2,1,14,5,33.143,0.0,1.472,26.81,39137,0,598,32533,59,0,400,28,2,3164,58,1,2,1,4.700480365792417,4.060443010546419,1894.95,1.6,1.0526315789473684,1.5833333333333333,1.6842105263157894,0.0134568194411462,0.8280693421990026,0.0,0.05,0.95,0,0,0.7709037659802334,3.0,0.1669149378634788,9.76419,0.12076859,619.0,1894.95,2,20,1.1430000000000007,32,1,1,UPGRADE,1275.95,36661,18,30.857,0,3.0613085621970924,0,HIGH,2.2081552785371007e-41,0.01308187398919379,0.9869181260108063,1.134955844912427,96.71469740634005,HIGH,True,58.32489388160727,GROWTH
A45643,1,Elite,117,Makati_BGC,57.6,41 - 50,1,1,1,0,0.807,0.0,0.0,0.807,858,0,0,858,22,0,0,22,16,23,5,9,8,1,42,0,1,32,48989,0,365,38525,42,0,377,27,7,28,38,9,13,12,4,52.973,0.0,2.607,39.193,58371,0,1400,45588,87,0,679,27,13,846,15,1,0,1,4.770684624465665,3.7612001156935615,2129.9565217391305,1.826086956521739,1.4375,1.3333333333333333,2.625,0.0074506521872257,0.7864010288023842,0.0,0.217391304347826,0.782608695652174,0,0,0.849906794502046,3.0,0.1671000437470621,9.488751,0.05706461,625.4666666666667,2129.9565217391305,15,23,10.972999999999999,42,6,7,UPGRADE,1504.4898550724638,39607,8,31.027,1,3.405387745266143,0,HIGH,1.5883010508117661e-47,0.013525710046162072,0.986474289953838,1.1344454334469136,96.65706051873198,HIGH,True,58.29017859822534,GROWTH
